PlayerGagged,,,(She nods to you.),,
ItemMouth,,,(She bows her head and presents her mouth so you can gag her easily.),,
RemoveItemMouth,,,(You remove her gag and she looks angry.) Give it back to me.,,
ItemArms,,,"(She tugs really hard on her restraints, almost hurting herself, and moans.)  This feels sooooo good.",,
RemoveItemArms,,,(You free her arms and she stretches a little.)  What will you use on me next?,,
ItemLegs,,,(She submits to you while you restrain her legs securely.)  That's how the race really gets tough.,,
RemoveItemLegs,,,(You release her legs from the restraint.)  The training finally continues.,,
ItemFeet,,,"(She looks puzzled as you restrain her feet.)  I'll stay on guard here, trainer.",,
RemoveItemFeet,,,"(You release her feet and she wiggles them.)  Thanks, it was troublesome.",,
ItemNeck,,,"(You strap the collar on her.)  With that, the equipment is complete.",,
RemoveItemNeck,,,(You remove the collar from her neck.)  Time to return to normal.,,
ItemPelvis,,,(You snap the belt around her waist and crotch while she sighs.)  No more fun.,,
RemoveItemPelvis,,,(You unlock the belt from her waist and she smiles.)  Thanks a lot Miss DialogPlayerName.,,
ItemHead,,,"(You strap the device on her head as she nods slowly.)  I understand, no distractions.",,
RemoveItemHead,,,(You remove the device and she nods rapidly.),,
ItemBreastLeatherWhip,,,(She jumps from the searing pain on her breast.)  Ouch!,,
ItemBreastLeatherCrop,,,(You whip her breast with the leather crop as she whimpers and bows her head.),,
ItemPelvisLeatherWhip,,,(You whip her butt hard as she sighs.)  I promise I'll train harder Miss.,,
ItemPelvisLeatherCrop,,,(She grumbles as you strike her butt with the crop.)  Next time I will try harder.,,
ItemTorso,,,"(She radiates with joy.) Thanks, that makes life easier.",,
RemoveItemTorso,,,(She steps after you.) That's part of the equipment.,,
ItemButt,,,(She nods in agreement.) That is really necessary.,,
RemoveItemButt,,,(She flops her ears.),,
ItemBreast,,,(She holds her breath as you use the item.)  Oh my!  What did I do to deserve that?,,
RemoveItemBreast,,,(She wiggles her breast slowly as you remove the device.)  Do you have other items we could try?,,
ItemNipples,,,(She holds her breath as you use the item.)  Oh my!  What did I do to deserve that?,,
RemoveItemNipples,,,(She wiggles her breast slowly as you remove the device.)  Do you have other items we could try?,,
ItemVulvaVibratingWand,,,"(She moans softly as you massage her pussy with the wand.)  Mmmmh, this is nice.  Whinny!",,
VibratingEgg,,,(She moans loudly as you slide the egg inside.)  This egg is so sexy.,,
RemoveVibratingEgg,,,(She does one last moan as you remove the egg.)  Ooooh!  That was quite a stimulation.,,
SuspensionHempRope,,,"(You restrain her feet and suspend her from the ceiling.)  Oh my!  Careful, I don't want to fall.",,
RemoveSuspensionHempRope,,,(You let her down from the ceiling.)  Much better!  I was slowly getting dizzy.,,
0,,,(She whinnies.),,
0,,"Hello, I'm DialogPlayerName.  Pleased to meet you.",(She whinnies.),DialogRemove(),
0,,What's going on in here?,(She stomps on the ground.),,
0,,(Try to trot to her.),(She turns away.),,StablePlayerIsolation()
